"QUESTION_TEXT","OPTIONA","OPTIONB","OPTIONC","OPTIOND","CORRECT_ANSWER","CATEGORY","TOPIC","SUBTOPIC","DIFFICULTY","EXPLANATION","TAGS","TIPS","CORRECTION","SOURCE","POINTS","ACTIVE","TIMES_ANSWERED","TIMES_CORRECT"
"Wie lange dauert ein Sprint typischerweise?","1 Tag","2-4 Wochen","6 Monate","1 Jahr","B","Allgemeinwissen","","","2","Sprints dauern üblicherweise 2-4 Wochen.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was macht der Product Owner?","Programmiert","Definiert und priorisiert Anforderungen","Testet nur","Dokumentiert nur","B","Allgemeinwissen","","","3","Product Owner definiert und priorisiert das Product Backlog.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Was ist ein Unit Test?","Systemtest","Test einzelner Komponenten","Benutzertest","Lasttest","B","Allgemeinwissen","","","1","Unit Tests testen einzelne, isolierte Komponenten.","","","","MEGA_FRAGEN_SET_1","2","TRUE","0","0"
"Was ist der Unterschied zwischen Black-Box und White-Box Testing?","Kein Unterschied","Black-Box ohne Kenntnis der Implementierung","White-Box ohne Kenntnis der Implementierung","Nur Geschwindigkeit","B","Allgemeinwissen","","","2","Black-Box testet ohne, White-Box mit Kenntnis des Codes.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist Regression Testing?","Neue Features testen","Prüfung ob Änderungen alte Funktionen brechen","Performance Test","Security Test","B","Allgemeinwissen","","","3","Regression Testing prüft, ob Änderungen bestehende Funktionen beeinträchtigen.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Was ist Git?","Datenbank","Versionskontrollsystem","Programmiersprache","Betriebssystem","B","Allgemeinwissen","","","1","Git ist ein verteiltes Versionskontrollsystem.","","","","MEGA_FRAGEN_SET_1","2","TRUE","0","0"
"Was macht 'git commit'?","Löscht Änderungen","Speichert Änderungen im Repository","Lädt herunter","Uploaded","B","Allgemeinwissen","","","2","git commit speichert Änderungen im lokalen Repository.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist der Unterschied zwischen merge und rebase?","Kein Unterschied","Merge vereint, Rebase schreibt History um","Rebase vereint, Merge schreibt um","Nur Performance","B","Allgemeinwissen","","","3","Merge behält History, Rebase schreibt sie linear um.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Was ist eine Firewall?","Virenschutz","Netzwerk-Zugangskontrolle","Backup-System","Verschlüsselung","B","Vernetzte Systeme","","","1","Firewall kontrolliert und filtert Netzwerkverkehr.","","","","MEGA_FRAGEN_SET_1","2","TRUE","0","0"
"Was ist ein VPN?","Virus Protection Network","Virtual Private Network","Very Public Network","Visual Programming Network","B","Vernetzte Systeme","","","2","VPN = Virtual Private Network für sichere Verbindungen.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist ein Man-in-the-Middle Angriff?","Virus","Angreifer zwischen Kommunikationspartnern","DDoS","Phishing","B","Vernetzte Systeme","","","3","MITM: Angreifer positioniert sich zwischen Kommunikationspartnern.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Ein Projekt hat 4 parallele kritische Pfade. Was bedeutet das?","Fehler in Berechnung","Sehr riskantes Projekt","Sehr sicheres Projekt","Unmögliches Projekt","B","Geschäftsprozesse","","","3","Mehrere kritische Pfade erhöhen das Risiko von Verzögerungen.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Projekt mit 10 Vorgängen, 3 kritische Pfade. Ein nicht-kritischer Vorgang mit GP=5 verzögert sich um 8 Tage. Auswirkung?","Keine","3 Tage Verzögerung","5 Tage Verzögerung","8 Tage Verzögerung","B","Geschäftsprozesse","","","3","8 Tage Verzögerung - 5 Tage Puffer = 3 Tage Projektverzögerung.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Subnetting: /28 Netzwerk. Wie viele nutzbare Hosts?","14","16","30","32","A","Vernetzte Systeme","","","3","/28 = 4 Bit für Hosts = 16 Adressen - 2 (Netz+Broadcast) = 14 nutzbare.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"VLSM: Benötigt werden 3 Subnetze mit 50, 20 und 10 Hosts. Minimale Gesamtgröße?","/25","/26","/27","/24","A","Vernetzte Systeme","","","3","50 Hosts = /26, 20 Hosts = /27, 10 Hosts = /28. Zusammen passen in /25.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Welche Schicht ist für Flow Control zuständig?","Physical","Data Link","Network","Transport","D","Allgemeinwissen","","","3","Transport Layer (4) implementiert Flow Control Mechanismen.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Router arbeitet primär auf Schicht 3, kann aber bis zu welcher Schicht analysieren?","4","5","6","7","D","Allgemeinwissen","","","3","Moderne Router können bis Layer 7 (Deep Packet Inspection) analysieren.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was gibt '[System.Math]::Pow(2,10)' zurück?","20","100","1024","Fehler","C","Allgemeinwissen","","","3","Pow(2,10) berechnet 2^10 = 1024.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Pipeline: Get-Service | Where Status -eq 'Running' | Measure-Object. Was wird gezählt?","Alle Services","Laufende Services","Gestoppte Services","CPU-Auslastung","B","Allgemeinwissen","","","3","Zählt nur Services mit Status 'Running'.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was ist Perfect Forward Secrecy?","Perfekte Verschlüsselung","Neue Schlüssel für jede Session","Vorwärts-Firewall","Backup-Strategie","B","IT-Sicherheit","","","3","PFS generiert neue Schlüssel für jede Session.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Diffie-Hellman Schlüsselaustausch basiert auf?","Symmetrischer Verschlüsselung","Diskretem Logarithmus Problem","Faktorisierung","Hashing","B","IT-Sicherheit","","","3","DH basiert auf der Schwierigkeit des diskreten Logarithmus.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was ist ein Joint Controller nach DSGVO?","Einzelner Verantwortlicher","Gemeinsam Verantwortliche","Auftragsverarbeiter","Datenschutzbeauftragter","B","IT-Sicherheit","","","3","Joint Controllers sind gemeinsam für Datenverarbeitung verantwortlich.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Bußgeld nach DSGVO maximal?","100.000€","1 Million €","4% Jahresumsatz oder 20 Mio €","Unbegrenzt","C","IT-Sicherheit","","","3","Maximum: 4% des weltweiten Jahresumsatzes oder 20 Mio € (höherer Wert).","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Kapitalwertmethode: Investition 100k€, jährlich 30k€ Rückfluss für 5 Jahre, Zins 5%. Kapitalwert?","29.8k€","50k€","-100k€","150k€","A","Geschäftsprozesse","","","3","Barwert der Rückflüsse - Investition = positiver Kapitalwert.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Annuitätenmethode: Aus Kapitalwert 50k€ bei 5% Zins über 10 Jahre. Jährliche Annuität?","5k€","6.5k€","7.5k€","10k€","B","Geschäftsprozesse","","","3","Annuität = Kapitalwert × Annuitätenfaktor ≈ 6.5k€.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"DDR4-3200 bedeutet?","3200 MB/s","3200 MHz effektiv","3200 GT/s","32 GB","B","IT-Systeme","","","3","DDR4-3200 läuft mit 3200 MHz effektiver Taktrate.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"PCIe 5.0 x1 Bandbreite?","1 GB/s","2 GB/s","4 GB/s","8 GB/s","C","IT-Systeme","","","3","PCIe 5.0 x1 = 4 GB/s (32 GT/s).","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was ist ACID?","Atomicity, Consistency, Isolation, Durability","Access, Control, Identity, Data","Automatic, Controlled, Integrated, Database","Analysis, Computation, Integration, Development","A","Anwendungsentwicklung","","","3","ACID sind Eigenschaften für Datenbanktransaktionen.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"CAP-Theorem besagt?","Alle drei Eigenschaften gleichzeitig möglich","Nur zwei von drei gleichzeitig","Nur eine Eigenschaft","Keine Einschränkung","B","Anwendungsentwicklung","","","3","CAP: Consistency, Availability, Partition Tolerance - nur 2 von 3.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was ist Big O Notation?","Große Null","Komplexitätsanalyse von Algorithmen","Programmiersprache","Datentyp","B","Anwendungsentwicklung","","","3","Big O beschreibt die Komplexität von Algorithmen.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Quicksort Average Case Komplexität?","O(n)","O(n log n)","O(n²)","O(2^n)","B","Anwendungsentwicklung","","","3","Quicksort hat durchschnittlich O(n log n) Komplexität.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was ist Memory Ballooning?","Speicherfehler","Dynamische Speicherverwaltung in VMs","RAM-Erweiterung","Cache-Optimierung","B","Allgemeinwissen","","","3","Ballooning gibt ungenutzten VM-Speicher an Host zurück.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"SR-IOV ermöglicht?","Single Root I/O Virtualization","Software RAID","System Recovery","Storage Replication","A","Allgemeinwissen","","","3","SR-IOV erlaubt Hardware-Direktzugriff für VMs.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was ist Cloud Bursting?","Cloud-Ausfall","Temporäre Nutzung von Public Cloud","Datenverlust","Backup-Methode","B","Allgemeinwissen","","","3","Cloud Bursting nutzt Public Cloud bei Lastspitzen.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Multi-Tenancy bedeutet?","Mehrere Clouds","Gemeinsame Ressourcennutzung","Mehrere Backups","Redundanz","B","Allgemeinwissen","","","3","Multi-Tenancy: Mehrere Kunden teilen sich Ressourcen.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was ist ein Semaphore?","Signallampe","Synchronisationsmechanismus","Fehlercode","Speichertyp","B","Geschäftsprozesse","","","3","Semaphore synchronisieren Zugriff auf gemeinsame Ressourcen.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Unterschied zwischen Präemptiv und Kooperativ Multitasking?","Kein Unterschied","Präemptiv unterbricht, Kooperativ wartet","Kooperativ unterbricht, Präemptiv wartet","Nur Performance","B","Geschäftsprozesse","","","3","Präemptiv: OS unterbricht, Kooperativ: Prozess gibt Kontrolle ab.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Voxel vs. Polygon Darstellung?","Gleich","Voxel = 3D-Pixel, Polygon = Flächen","Polygon = 3D-Pixel, Voxel = Flächen","Nur Größe unterschiedlich","B","Allgemeinwissen","","","3","Voxel sind 3D-Pixel, Polygone beschreiben Oberflächen.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"100k Vertices, je 3 float (Position) + 3 float (Normal) + 2 float (UV). Speicher?","2.4 MB","3.2 MB","4.8 MB","8 MB","B","Allgemeinwissen","","","3","100k × 8 × 4 Byte = 3.2 MB.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Wie viele Bits für Interface Identifier in /64 Netz?","32","48","64","128","C","Vernetzte Systeme","","","3","Bei /64 bleiben 64 Bit für den Interface Identifier.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Wie viele /64 Subnetze in einem /48?","256","4096","65536","16777216","C","Vernetzte Systeme","","","3","48 zu 64 = 16 Bit Differenz = 2^16 = 65536 Subnetze.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was ist ein Hash?","Verschlüsselung","Einweg-Funktion","Zwei-Wege-Funktion","Kompression","B","Allgemeinwissen","","","3","Hash-Funktionen sind Einweg-Funktionen (nicht umkehrbar).","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"SHA-256 erzeugt wie viele Bit Output?","128","256","512","1024","B","Allgemeinwissen","","","3","SHA-256 erzeugt 256 Bit (32 Byte) Hashes.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"TCP Handshake besteht aus?","2 Schritten","3 Schritten","4 Schritten","5 Schritten","B","Vernetzte Systeme","","","3","TCP Three-Way-Handshake: SYN, SYN-ACK, ACK.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"QUIC Protokoll arbeitet über?","TCP","UDP","IP direkt","Ethernet","B","Vernetzte Systeme","","","3","QUIC basiert auf UDP für schnellere Verbindungen.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was ist JIT Compilation?","Just In Time","Java Internal Tools","Jump If True","Joint Interface Technology","A","Allgemeinwissen","","","3","JIT = Just In Time Compilation zur Laufzeit.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Unterschied zwischen Compiler und Interpreter?","Keiner","Compiler übersetzt alles vorher, Interpreter zur Laufzeit","Interpreter übersetzt vorher, Compiler zur Laufzeit","Nur Geschwindigkeit","B","Allgemeinwissen","","","3","Compiler erzeugt Maschinencode vorab, Interpreter zur Laufzeit.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Dijkstra Algorithmus findet?","Alle Pfade","Kürzesten Pfad","Längsten Pfad","Zufälligen Pfad","B","Anwendungsentwicklung","","","3","Dijkstra findet kürzeste Pfade in gewichteten Graphen.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Zeitkomplexität von Heapsort?","O(n)","O(n log n)","O(n²)","O(2^n)","B","Anwendungsentwicklung","","","3","Heapsort hat O(n log n) in allen Fällen.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was ist ein RTOS?","Regular Time Operating System","Real-Time Operating System","Remote Terminal OS","Redundant Timing OS","B","Allgemeinwissen","","","3","RTOS = Real-Time Operating System für zeitkritische Anwendungen.","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Interrupt vs. Polling?","Gleich","Interrupt unterbricht, Polling fragt ab","Polling unterbricht, Interrupt fragt ab","Nur Timing","B","Allgemeinwissen","","","3","Interrupts unterbrechen CPU, Polling fragt regelmäßig ab.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was sind die 3 V's von Big Data?","Version, Variety, Vendor","Volume, Velocity, Variety","Virtual, Visual, Vertical","Value, Version, Variety","B","Allgemeinwissen","","","3","Volume (Menge), Velocity (Geschwindigkeit), Variety (Vielfalt).","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"MapReduce besteht aus welchen Phasen?","Map, Reduce","Map, Shuffle, Reduce","Map, Sort, Shuffle, Reduce","Map, Combine, Shuffle, Sort, Reduce","B","Allgemeinwissen","","","3","Hauptphasen: Map, Shuffle (implizit), Reduce.","","","","MEGA_FRAGEN_SET_1","5","TRUE","0","0"
"Was ist der Unterschied zwischen Projekt und Prozess?","Keiner","Projekt einmalig, Prozess wiederkehrend","Prozess einmalig, Projekt wiederkehrend","Nur Dauer","B","Geschäftsprozesse","","","2","Projekte sind einmalig und zeitlich begrenzt, Prozesse wiederkehrend.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Earned Value: PV=100k, EV=80k, AC=90k. CPI?","0.89","0.9","1.11","1.25","A","Geschäftsprozesse","","","3","CPI = EV/AC = 80k/90k = 0.89 (unter Budget).","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Was ist NAT?","Network Access Technology","Network Address Translation","New Authentication Type","Node Allocation Table","B","Vernetzte Systeme","","","2","NAT übersetzt private in öffentliche IP-Adressen.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"CIDR /23 entspricht welcher Subnetzmaske?","255.255.254.0","255.255.255.0","255.255.252.0","255.255.248.0","A","Vernetzte Systeme","","","3","/23 = 255.255.254.0 (23 Bit Netzwerk, 9 Bit Host).","","","","MEGA_FRAGEN_SET_1","4","TRUE","0","0"
"Switches arbeiten primär auf welcher Schicht?","1","2","3","4","B","Allgemeinwissen","","","2","Switches arbeiten auf Layer 2 (Data Link) mit MAC-Adressen.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was macht Get-ChildItem?","Zeigt Prozesse","Listet Dateien und Ordner","Zeigt Services","Zeigt Netzwerk","B","Allgemeinwissen","","","2","Get-ChildItem listet Inhalte von Verzeichnissen (wie ls oder dir).","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist 2FA?","Zwei Firewalls","Zwei-Faktor-Authentifizierung","Zwei Files Authentication","Second Firewall Access","B","IT-Sicherheit","","","2","2FA = Zwei-Faktor-Authentifizierung für erhöhte Sicherheit.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Wie lange für DSGVO-Löschanfrage?","Sofort","1 Monat","3 Monate","6 Monate","B","IT-Sicherheit","","","2","Löschung unverzüglich, spätestens binnen eines Monats.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist Leasing?","Kauf","Miete mit Kaufoption","Geschenk","Verkauf","B","Geschäftsprozesse","","","2","Leasing ist eine Form der Finanzierung/Miete.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist ECC RAM?","Extra Cool Computing","Error Correcting Code","Enhanced Cache Control","Extended CPU Cache","B","IT-Systeme","","","2","ECC RAM kann Speicherfehler erkennen und korrigieren.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist Normalisierung?","Daten löschen","Redundanzen reduzieren","Daten verschlüsseln","Backup erstellen","B","Anwendungsentwicklung","","","2","Normalisierung reduziert Redundanzen und Anomalien.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist ein Array?","Einzelner Wert","Sammlung gleichartiger Elemente","Funktion","Schleife","B","Anwendungsentwicklung","","","2","Arrays speichern mehrere Elemente gleichen Typs.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist ein Smoke Test?","Vollständiger Test","Grundlegender Funktionstest","Lasttest","Sicherheitstest","B","Allgemeinwissen","","","2","Smoke Tests prüfen grundlegende Funktionalität.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist ein Sprint Review?","Planung","Präsentation der Ergebnisse","Retrospektive","Daily Meeting","B","Allgemeinwissen","","","2","Sprint Review zeigt fertige Arbeit den Stakeholdern.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist Infrastructure as Code?","Hardware","Infrastruktur durch Code definiert","Nur Dokumentation","Manuelles Setup","B","Allgemeinwissen","","","2","IaC verwaltet Infrastruktur durch Code/Skripte.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist Elastizität in der Cloud?","Festigkeit","Automatische Ressourcenanpassung","Backup","Verschlüsselung","B","Allgemeinwissen","","","2","Elastizität = automatisches Skalieren nach Bedarf.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist ein SLA?","Service Level Agreement","System Load Average","Security Level Authentication","Software License Agreement","A","Allgemeinwissen","","","2","SLA definiert vereinbarte Service-Qualität.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist die 3-2-1 Regel?","3 Backups, 2 Medien, 1 extern","3 Tage, 2 Wochen, 1 Monat","3 Server, 2 Standorte, 1 Cloud","3 Tests, 2 Checks, 1 Verify","A","Allgemeinwissen","","","2","3 Kopien, 2 verschiedene Medien, 1 externe Kopie.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist VLAN?","Virtual Local Area Network","Very Large Area Network","Voice LAN","Video LAN","A","Vernetzte Systeme","","","2","VLAN segmentiert Netzwerke logisch.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was macht chmod 755?","Löscht Datei","Setzt Berechtigungen","Kopiert Datei","Verschiebt Datei","B","Allgemeinwissen","","","2","chmod 755: rwx für Owner, r-x für Group und Others.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist die Registry?","Dateimanager","Zentrale Konfigurationsdatenbank","Antivirus","Backup-Tool","B","Allgemeinwissen","","","2","Registry speichert Windows-Konfigurationen zentral.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist APK?","Apple Package","Android Package","Application Pack","App Kernel","B","Allgemeinwissen","","","2","APK = Android Package, Installationsdatei für Android.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was ist Zigbee?","Programmiersprache","Drahtloses Kommunikationsprotokoll","Datenbank","Betriebssystem","B","Allgemeinwissen","","","2","Zigbee ist ein stromsparendes Funkprotokoll für IoT.","","","","MEGA_FRAGEN_SET_1","3","TRUE","0","0"
"Was bedeutet das A in SMART?","Achievable","Automatic","Advanced","Approved","A","Geschäftsprozesse","","","1","A steht für Achievable (erreichbar) in SMART-Zielen.","","","","MEGA_FRAGEN_SET_1","2","TRUE","0","0"
"Was ist ein Gateway?","Tor","Übergang zwischen Netzwerken","Firewall","Switch","B","Vernetzte Systeme","","","1","Gateway verbindet unterschiedliche Netzwerke.","","","","MEGA_FRAGEN_SET_1","2","TRUE","0","0"
